从哪一天开始在广州市内骑摩托车会被没收？|2007年1月16日
浙江第二大城市为?|宁波市
在中国实行改革开放政策以后，什么港的货物吞吐量跃居世界第一?|宁波舟山港
昭平县在哪一个城市的管辖之下?|贺州市
昭平县内哪一个部分为岩溶洼地地貌?|东北部
人类若是长时间处在高于多少分贝的噪音之下可能会影响到人的听力?|85分贝
由哈索·冯·曼陀菲尔提议命名的「联邦国防军」在哪一年时正式成立?|1955年
德国自什么时后开始全面废止征兵及各种替代役?|2011年7月
美英法苏四国与德国政府在什么时候签署了《最终解决德国问题条约》?|1990年
东德国家人民军所装备的哪一种军事用品全部卖给了土耳其?|装甲运兵车
女性在西德联邦国防军中服役时大多被分配到哪一种工作?|后勤工作
哪一个中国江西省赣州市所辖的一个县为著名的「将军县」?|兴国县
兴国县内的最高峰高达海拔多少米?|1205米
兴国县的客家先民大多来自于河南省以及哪一个省?|甘肃
丹霞湖位在灵山冰心洞风景区的哪一个方位?|东侧
马丁·路德在什么时候发动了宗教改革?|十六世纪初
路德曾指出天主教会的哪一个制度明显地违反了《新约圣经》中「信徒皆祭司」的教义?|等级制度
神圣罗马帝国皇帝马克西米连一世在哪一年时去世?|1519年
埃克持认为罗马教会是由耶稣奉命给哪一个人所建的?|彼得
路德曾经在瓦尔特堡内隐居时化名为?|约克
德意志境内在什么时候出现了有一半的地方成为新教的领地的现象?|1530年
瑞士邦联的苏黎世州在什么时候接受新教?|1523年
在神圣罗马帝国出现农民起义时他们奉哪一个人为精神领袖?|路德
路德在哪一年时与修女凯萨琳·冯·波娜订婚?|1525年
马丁·路德于1483年11月10日时出生在何处?|艾斯莱本
路德曾于1505年时取得了哪一个硕士学位?|法学硕士
路德在什么时候得到了神学四纲硕士的学位?|1509年
路德在什么时候成为维滕贝格大学的教授?|1512年
罗马教廷为了要兴建哪一个教堂而于1517年时特别大规模地出售赎罪券?|圣彼得大教堂
路德于沃木斯议会审判时与哪一个教会已完全对立?|罗马教会
白金滨江岸线的总长度高达多少公里?|15.5公里
1929年时所修建围绕五角场的放射状城市道路是由于要配合当时政府的哪一个计划?|大上海计划
国民政府在哪一年时设立了杨树浦区?|1945年
中国哪个城市经济总量仅次于京津2个直辖市?|青岛
中国哪个城市拥有21个全国性物流节点城市和42个全国性综合交通枢纽?|青岛
幼发拉底河发源于哪一个地方的山区?|安纳托利亚
奥林巴斯株式会社于初创立时将其总部设在何处?|日本东京
2008年度的《商业周刊》将凯莱商学院本科列为全国第几名?|第16名
Herman B Wells图书馆在哪一年时被建立?|1969年
印第安那大学布鲁明顿校区的积可斯音乐学院内设有大学部以及?|研究所
蒋介石曾推举张学良担任西北剿匪总司令部的哪一个职位?|副总司令
国民政府的哪一个委员于1947年5月9日时以私人资格赴台湾探视张学良?|莫德惠
俱乐部屋内哪一个楼层设有阳台可俯瞰高雄港湾?|二楼
哪一个人由于非常愤怒张学良的声明而查禁《希望》杂志?|蒋中正
蒋经国为了要实行哪一个人的遗志而一直没有释放张学良?|蒋介石
张作霖在哪一年时兼任了蒙疆经略使的职位?|1921年
第一次直奉战争的停战合约是在那里签订的?|秦皇岛英国军舰
中原大战在哪一年时爆发?|1930年
《大纪元时报》的编辑总部设置在哪一个地方?|美国华盛顿
香港大纪元时报自什么时候开始为收费报章?|2016年3月
15世纪哪个国家侵入奥约帝国沿岸贩运奴隶?|葡萄牙
国立中山大学与哪一个港口相比邻?|高雄港
安顺市境内呈现为哪一种地貌?|喀斯特地貌
安顺专区是在哪一个政府建立后而设置的?|中华人民共和国
按照现行法律定义区划层级，省、直辖市为几级行政区?|一
每杯茶的咖啡因含量普遍而言只有每杯咖啡的多少比例?|一半
咖啡大约于哪一个时期快要结束时开始在近东广泛地被使用?|16世纪
英国的第一家咖啡屋在哪一年时开业?|1652年
菲律宾的可可树最初是由哪一个国家的人所引进的?|西班牙
咖啡因会因为人体患有哪一种疾病而累积在体内且半衰期延长至96个小时?|肝脏疾病
一般认为当什么达到了一定程度之后会出现「阶级」?|生产力
在印度有著哪一种制度使得人自出生后即自然进入了等级社会且一生无法摆脱?|种姓制度
西班牙国王腓力五世在哪一年时诞生于凡尔赛宫?|1683年
哪一个国王指定了腓力五世为其王位继承人?|卡洛斯二世
哪一个国家拥有全球第一大铁路网?|美国
高加索战争后索契城当地土著大多迁往至何处?|土耳其
机场快线于其通车初期自香港往机场站的票价为多少?|100元
著名的黄金峡又有什么别称?|大峡
汉江干流的右岸堤防为从沙洋至何处?|汉阳
宾州大学在哪一年时放弃了费城市中心的校园而选择在费城西部建设发展?|1872年
现今的宾州大学校内的图书馆共有多少个?|15个
宾州大学的哪一个球队于1904年时获得了全国冠军?|橄榄球队
雷暴在哪一种地方会较容易发生?|低纬度
在美国中西部威力强烈的雷暴通常会伴随著冰雹或什么一起发生?|龙卷风
卡尔梅克人在被渥巴锡汗带领回准噶尔的途中被哈萨克以及哪一个族群的人杀死或者俘虏当奴隶?|吉尔吉斯
大批卡尔梅克人于哪一个革命之后在俄国内战中加入白军?|共产主义十月革命
1999年时哪一个人担任了国务院总理的职位?|朱镕基
宝月楼被哪一个人改为新华门?|袁世凯
怀仁堂在哪一个政府结束后长期闲置并成为当时北平市政府举办集体婚礼的场所?|北洋政府
一直到哪一个时代才转变为父系社会?|五帝时代
早期彰化市一带有什么旧称?|半线
全台湾人口最多的县辖市为?|彰化市
目前彰化市的大专院校有国立彰化师范大学以及?|建国科技大学
彰化县政府在什么时候将彰化扇形车库公告指定为县定古迹?|2000年
彰化邮政机构于哪一年时废除局等制度并改为「彰化普通邮便局」?|1941年
彰化的市内电话机型自1952年至哪一年间被改为大型复式交换机?|1957年
彰化市的古地名「半线」取自平埔族中哪一个社的语音翻译?|半线社
清廷曾于1723年时将大甲溪以南与虎尾溪以北之间的土地划为?|彰化县
彰化县在哪一年时被调整行政区域归台湾府彰化县所管辖?|1885年
彰化市在哪一年时被正式升格为直辖市?|1945年
沙俄势力自哪一年时开始进入乔治亚地区?|1783年
乔治亚在哪一年时发表主权宣言并更改其国名为乔治亚共和国?|1990年
乔治亚人自前苏联解体后大多选择移民至何处寻找工作机会?|俄罗斯
日本植物学家早田文藏毕业于哪一所大学?|东京帝国大学
上海地区所仅存的古海岸遗址「漕泾古冈身沙」位在哪一个区域内?|金山地区
香港全境自哪一年时开始由英国管治?|1898年
政府在哪一年时放宽了对九龙寨城的楼宇高度限制?|1998年
1943年时陈诚返回哪一个地方指挥对日作战?|湖北
1947年1月时哪一个人担任第一战区司令长官的职位?|胡宗南
陈诚由于哪一个原因而于1963年底时辞去了行政院长的职务?|肝病恶化
国民政府在哪一年时任命何应钦为赣粤闽湘边区剿匪总司令?|1933年
淞沪会战爆发时蒋中正电召陈诚至哪一个地方策定抗战计划?|南京
鹿儿岛县共由几个市町村所组成?|43个
乔治亚大学在哪一年时被正式建立?|1785年
乔治亚大学在哪一个运动项目上已经获得了十座全美冠军的纪录?|女子体操
碳酸是一种弱酸还是强酸?|弱酸
安图县总人口中哪一个族群占了百分之20.6的比例?|朝鲜族
安图县内哪一个地方被中国旅游总局确定为国家级农业旅游示范点?|安图福满生态经济沟
由于长白山原始森林的大部分集中而使得安图县内的森林覆盖率达高达百分之多少?|85.1
义和拳自哪一年开始改称为义和团?|1899年
中国最早的警察队伍是由哪一个人所主导的?|袁世凯
德军在哪一年时强占了中国的胶州湾?|1897年
目前所知「义和拳」这一个名词最早于哪一年时出现?|1779年
若要加入大刀会必须要缴交什么?|香火费
慈禧太后所立的己亥建储发生在哪一年?|1900年
朱红灯带领的反教运动自哪一年开始登上台面?|1899年
八国联军中哪一个国家的军队有著「匈奴」的绰号?|德国
金正恩在中央军事委员会的权位仅次于哪一个人?|金正日
金正恩自上台担任北韩最高领导人后于北韩施行了什么样特性的政治?|恐怖政治
在联合国安理会上中国以及哪一个国家否决将北韩当局的罪行提交国际刑事法庭受审?|俄罗斯
金与正在哪一年时与崔成结婚?|2014年
金正日在哪一年时与世长辞?|2011年
金正恩曾经于2012年7月18日时被赋予哪一个军事称号?|共和国元帅
朝鲜劳动党中央委员会等组织决定于2012年7月17日时授予金正恩哪一个军事称号?|朝鲜民主主义人民共和国元帅
卢安达自哪一年的议会选举后成为全世界唯一一个女性在全国性议会中占据多数的国家?|2008年
卢安达现行宪法将国内划分为几个省以确保国家政策可以在地区层面上得到执行?|五个
卢安达境内市辖区和区的其行政部门为何?|执行委员会
卢安达于2006年划分现行的行政区之前全国共划分为几个省?|五个
卢安达境内的哪一种产业至2011年时为该国家最重要的外汇收入来源?|旅游业
巴尼亚卢安达人之中哪一个族群为俾格米人的后代?|特瓦族
许多卢安达人在种族灭绝后改信仰福音基督教派或是哪一个宗教?|伊斯兰教
「乌姆干达」此全国性节日的大部分普通服务到几点为止?|中午12点
卢安达爱国阵线是由卢安达境内哪一个族群所领导的?|图西族
定居于卢安达哪一个时代的定居者制作有波纹陶器和铁制工具?|铁器时代
现今于卢安达境内生活的氏族大约有多少个?|20个
卢安达的殖民时代自哪一年开始?|1884年
在比利时和哪一个国家的殖民之下使得图西族的霸权增加?|德国
卢安达爱国阵线的成员大多为哪一个族群?|图西族
哈比亚利马纳曾于哪一年时与卢安达爱国阵线签订了《阿鲁沙协定》?|1993年
中国国际广播电台与中央电视台以及哪一个电台并称为「中央三台」?|中央人民广播电台
中央广播电视塔在什么时候将体育频道和综艺频道的信号替换为音乐频道和少儿频道?|2004年
营口市的北方与哪一个城市相比邻?|鞍山市
甲午战争时所发生的牛庄之战在哪一个地方爆发?|营口
石台县境内大多为什么样的地形?|山地
第一个有下颚的鱼出现在什么时期?|志留纪
谁在拉海纳开办了一家印刷社并结束了此区向来只有口述相传的土著历史传统?|传教士
1894年时哪一个共和国在茂宜岛上成立?|夏威夷共和国
茂宜土地与波罗公司自哪一年开始停止于茂宜岛上种植凤梨?|2010年
基督教自第四世纪初期开始形成了互相敌对的「亚历山大城」派系以及哪一个派系?|安提阿城
中国科学技术大学的校园主体部分位在哪一个城市内?|合肥市
中国境内唯一一所参与国家知识创新工程的大学为哪一所大学?|中国科学技术大学
中国科学技术大学与合肥经济技术学院合并暨中国科学技术大学经济技术学院成立大会在哪里被举办?|合肥
中国科大的微尺度物质科学国家实验室是在哪一年时被设立的?|2003年
哪一个人曾于中国科学技术大学建校50周年时勉励科大「努力办成世界一流的研究型大学」?|胡锦涛
中国科大内哪一个学院提供成人教育?|继续教育学院
阮图南纪念基金为中国科大海外校友基金会于哪一年时所设立的?|2007年
中国科大自哪一年开始入学的本科新生全部改为四年制?|2000年
中华人民共和国境内的「大跃进」口号是在哪一年时被正式提出?|1957年
中国科学技术大学一直到哪一年时才逐渐回到正常的办学轨道?|1978年
中国科学技术大学内的哪一个实验室为第一个由高校所运行的国家实验室?|国家同步辐射实验室
中国科学技术大学曾经于哪一年时联合安徽大学等高校学生发起「要求进行民主选擧」的游行?|1986年
秋明州的面积约为哪一个国家的四倍?|日本
秋明州境内哪一个地区的气候为亚寒带气候?|中部
秋明州内有宗教信仰的人口中以信仰哪一种宗教的人较多?|俄罗斯东正教
秋明州州内的行政首长任期为多少年?|5年
俄罗斯境内具有最好的投资环境的州为哪一个州?|秋明州
托博尔斯克石化公司预计于2007年至哪一年间安装一台聚丙烯生产装置?|2009年
秋明州的建筑业于2005年时在胶合板及哪一种材料的生产上获得了实质性的增长?|刨花板
广州于民国27年被日本攻陷后将其战时政府迁移到哪一个地方?|韶关
台湾境内哪一个城市曾经被借来暂放广东省政府文物与广东省银行发行的「八花」大洋票?|高雄市
朝鲜在哪一个君主即位时爆发了戊午士祸以及甲子士祸?|燕山君
在朝鲜中宗时期哪一个人担任了士林派的首领?|赵光祖
明朝在什么时候派遣军队协助朝鲜共同击退日本军?|1593年
朝鲜自日本侵略后一直到哪一年时才恢复了与日本的外交关系?|1609年
朝鲜的光海君在哪一年时被废黜?|1623年
正祖在哪一年时与世长辞?|1800年
「第一次王子之乱」发生在什么时候?|1398年
对马岛大名与朝鲜在什么时候签订了癸亥条约?|1443年
「死六臣事件」在什么时候发生?|1455年
朝鲜宫中的弘文馆及朝鲜三司制度是在哪一位皇帝即位时所设立的?|成宗
刘裕曾于出征后秦时命令人将哪一个珍宝砸碎分给将领作为治伤药?|琥珀
刘裕家族曾长居于中国境内的哪一个地方?|京口
在驱逐桓氏势力后从哪一个地方迎晋安帝回建康?|江陵
《科学》此学术期刊是在哪一年时被创立?|1880年
《科学》在什么时候成为了美国科学促进会的期刊?|1900年
热带草原的雨季大多集中于哪一个季节?|夏季
第一部欧洲民族语词典是在什么时候被编出的?|1612年
南诏国是在什么时候被建立的?|唐开元二十六年
于1936年底爆发的西安事变是由杨虎城以及哪一个人所发动的?|张学良
周恩来自哪一年开始担任中华民国国民政府军事委员会政治部的中将副部长一职?|1937年
中共中央革命军事委员会初成立时由哪一个人担任副主席一职?|周恩来
周恩来于1946年国共和谈失败后返回哪一个地方?|延安
哪一个人担任了政协全国委员会第一届副主席一职?|周恩来
日本投降后周恩来陪同哪一个人与蒋中正于重庆谈判?|毛泽东
周恩来曾于哪一年时亲自导演了《东方红》?|1964年
中苏自哪一年开始正式建交?|1949年
1953年底时哪一个人作为中华人民共和国政府的代表提出了和平共处五项原则?|周恩来
第一届亚非会议在哪一年时被举行?|1955年
周恩来自哪一年开始加入共产主义小组?|1921年
周恩来于1925年时被授予了哪一个军阶?|国民革命军少将
周恩来在哪一年时组织成立了「特委」?|1928年
斯拉夫语中大多数人所使用的语言为哪一种语言?|俄语
俄语特别于哪一个时期有著世界性的声誉?|20世纪中期
俄语一直到什么时候为俄罗斯帝国的唯一官方语言?|1917年
拉脱维亚境内有大于三分之一的人口使用哪一种语言?|俄语
罗马尼亚和阿尔巴尼亚的学校在什么时候广泛地使用俄语?|20世纪
人类身体内哪一个肌造器官的功用是推动循环系统中血管的血液?|心脏
心脏是由右心以及哪一个部分所合称而来的?|左心
心脏的左右冠状动脉是由哪一个动脉其根部所发出来的?|主动脉
右心房内的固有心房是由什么所变化而来的?|原始心房
特殊传导系统中哪一种结构其自律性相对为最高?|窦房结
窦房结此结构内含有P细胞以及哪一种细胞?|过渡细胞
所谓的「起搏电流」发生于哪一种细胞内?|浦肯野细胞
身体的缺氧血流经心脏的右心房后会进入到?|右心室
右心房的血液要经由什么构造流入右心室?|三尖瓣
由心脏所分泌的哪一种激素可以调节血压及人体内水平衡的作用?|肽类激素
哪一种类的动物其动脉圆锥为三分的?|爬行动物
「殷墟」自什么时候开始成为中国全国重点文物保护单位?|1961年
董作宾自什么时候开始组成考古队于殷墟进行第一次的试掘?|1928年
殷墟最重要的组成部分位于洹河的哪一岸?|南岸
商王武丁的配偶妇好墓的出土器物中共有几件玉器?|755件
哪一个遗址被学术界公认为殷商王陵之所在地?|王陵遗址
威宁彝族回族苗族自治县位于中华人民共和国内的哪一个省中?|贵州
威宁县当地居民以种植什么作物为其主业?|马铃薯
黑山以及哪一个国家仅单方面采用欧元而于欧元集团中无代表权?|科索沃
希腊自哪一年开始加入欧元区?|2001年
黄山市位于中华人民共和国境内的哪一个省中?|安徽省
民间提议将「黄山」之名称更改为?|徽州
徽州地区自什么时候开始被批准改为黄山市?|1987年
阿尔巴尼亚武装力量的最高指挥为哪一个单位?|阿尔巴尼亚总参谋部
阿尔巴尼亚共产党自哪一年开始接受苏联的军事援助?|1942年
「建军节」为几月几日?|7月10日
科索沃于2008年2月17日通过独立宣言，宣布脱离哪里?|塞尔维亚
科索沃共和国在1990年至1999年间只有哪一国承认?|阿尔巴尼亚
帕罗奥多研究中心自哪一年开始研发乙太网?|1973年
「链式区域网路」于哪一年时在大通曼哈顿银行开始商业试行|1977年
「底特律活塞」自哪一年开始加入NBA联盟?|1948年
美国国家篮球协会是由国家篮球联盟以及哪一个组织所合并而成的?|美国篮球协会
底特律活塞的球员约翰·萨利有著什么样的绰号?|蜘蛛
坏孩子军团于哪一年时成功卫冕出现连霸?|1990年
底特律活塞队的球员希尔于哪一年时宣布转会至奥兰多魔术队?|2000年
奥本山宫殿球场自什么时候开始被启用作为比赛场地?|1988年
反对使用「委员长」此名称的原因为哪一个人用过这一名称?|蒋介石
第一届全国人民代表大会的第一次会议在哪一年时被举办?|1954年
国家主席一职于哪一年时被正式撤销?|1975年
一直到哪一年时才明确将「接受外国使节」等国家元首职权规定为委员长之职权?|1978年
常务委员会副秘书长一职是由委员长提请于哪一个单位所任免的?|常务委员会
叙利亚境内的反对派要求哪一位总统下台?|巴沙尔·阿萨德
拉卡省首府于哪一年时成为了第一个落入反对派控制的省会?|2013年
梅纳戈空军基地于2013年8月时被叙利亚境内的哪一个派别所攻占了?|反对派
政府军于哪一年时发动了霍森村战斗以切断反对派武装和黎巴嫩之间的人员和武器补给线?|2014年
伊斯兰国自哪一年开始彻底控制叙利亚的拉卡省?|2014年
第四次德拉省战役在哪一年时爆发?|2015年
叙利亚全国联盟于哪一年时成立?|2012年
争取民主变革全国协调委员会将其总部设立于哪一个地方?|大马士革
叙利亚革命委员会于哪一年时宣告成立?|2011年
「努斯拉阵线」自哪一年开始宣布改名并且脱离盖达组织?|2016年
库德全国委员会于哪一年时被成立?|2011年
「伊拉克和沙姆伊斯兰国」于攻陷摩苏尔后将其名称更名为?|伊斯兰国
俄罗斯空军自哪一年开始空袭叙利亚的反政府部队?|2015年
中国以及哪一个国家坚决反对外国干预叙利亚之内部事务?|俄罗斯
阿拉伯复兴社会党于哪一年时掌握了叙利亚的政权?|1963年
哈菲兹·阿萨德于哪一年时开始统治叙利亚?|1970年
欧盟自哪一年开始对叙利亚进行了经济制裁?|2011年
哈马斯领导人自哪一年开始表示他们武装反抗叙利亚当局?|2012年
叙利亚政府于哪一年时同意「阿拉伯倡议」?|2011年
2012年2月时哪一个人担任了联合国与阿盟联合特使一职?|科菲·安南
由安理会所设立的联合国联络办公室位在哪一个地方?|大马士革
联合国世界粮食计划署透过哪一个组织来向叙利亚家庭提供粮食援助?|叙利亚阿拉伯红新月会
联合国人道主义机构自哪一年开始决议将援助叙利亚难民的资金总额上调至1.93亿美元?|2012年
伊斯兰势力叛乱自哪一年时开始爆发?|1976年
哈菲兹·阿萨德对哈马地区哪一个派别的穆斯林派出军事力量进行镇压?|逊尼派
巴沙尔·阿萨德家族信仰伊斯兰教中哪一个派别的支派?|什叶派
由于叙利亚境内实施了什么样的制度而不存在自由选举?|一党制
美国自哪一年开始对叙利亚采取经济制裁措施?|2004年
《华尔街日报》于哪一年时采访了叙利亚总统巴沙尔·阿萨德?|2011年
叙利亚境内的「斋月大屠杀」发生于2011年几月几日?|7月31日
自由叙利亚军于2011年时与政府军之间主要的冲突发生于哪一个地方?|拉斯坦
国民政府是中国国民党依据谁所写的《国民政府建国大纲》建立之政府机构?|孙文
越南于哪一年时将其南圻地区割让给法国?|1862年
湛江自哪一年开始加入法属印度支那?|1900年
东京于殖民统治结束时境内大约有多少比例的居民为天主教徒?|10％
印度支那境内的东方汇理银行于哪一年时被建立?|1875年
法国汽车产业自20世纪开始发展后对于什么物质的需求大幅增加?|橡胶
越南独立同盟会自哪一年开始在越南进行企图推翻法国政府的叛乱?|1941年
法国一直到什么时候才正式援助阮福映?|1802年
法军曾于哪一年时进攻土伦港并成功占领了此港口?|1858年
嘉定省和定祥省于哪一年时被割让给法国?|1862年
中华民国政府于1945年收回广州湾地区后将其定名为?|湛江市
法国人于19世纪80年代中期时已牢牢控制了越南哪一个地区?|北部
「北榄事件」后法方要求暹罗割让哪一条河以东之所有地区予法国?|湄公河
1930年所发生的于勤王运动平息后最大规模的动乱是由哪一个党派援助之下所发起的?|越南国民党
泰国为了夺回之前所失去的领土而于1940年10月时发起了哪一个战争?|泰法战争
寮国在哪一年时独立?|1954年
北京市石景山区区内的财政收入大多依赖哪一个集团?|首钢集团
石景山区东南部至中华人民共和国成立前夕归属于哪一个地区?|河北省宛平县
北湾境内的SMART通勤铁路在什么时候开始通车?|2016年
旧金山湾区中长久以来文化及经济中心位在哪一个城市中?|旧金山
旧金山湾境内哪一个地方是许多高科技公司的所在地?|矽谷
法国境内在什么时候出现自然神论这一个哲学观点?|18世纪
自然神论者主张以理性宗教或者哪一种宗教来替代天启宗教?|自然宗教
吴国在吴王阖闾与夫差时代时势力进入中原与哪一个国家争霸?|晋国
永安公司是由郭乐以及哪一个人在香港创办的?|郭泉
上海境内的永安新厦是在什么时候建立的?|1933年
台北市内最早的百货公司在哪一年时成立?|1932年
魁北克官方语言为什么语言?|法语
1870年加拿大向哪家公司购买鲁珀特地区?|哈德逊湾公司
辛尼加哲学家宣扬禁欲主义以及哪一个理论?|宿命论
《赫尔莫格尼安法典》是在什么时候被编成的?|3世纪
罗马大竞技场内的什么设施可以灌水来进行海战表演?|地下设施
情诗集《恋歌》的作者为哪一个人?|奥维德
血液循环理论是一直到什么时候才被提出的?|17世纪
神圣罗马帝国与条顿骑士团诸城市之间自什么时候开始形成了汉萨同盟?|12世纪
腹足纲是动物中的第几大纲?|二
哪个城市享有「北方威尼斯」的美誉?|斯德哥尔摩
德国生物学家恩斯特·海克尔于1866年定义了什么概念?|生态学
哪个行星是离太阳第四近的行星?|火星
火星在太阳系的八大行星中，是第几小的行星?|二
第二十九届夏季奥林匹克运动会，帆船比赛项目在中国哪里承办?|青岛
2005年7月8日，在新加坡举行的国际奥林匹克委员会第117次全会上，决定由香港协办该届的什么项目?|马术
大不列颠及爱尔兰联合王国是两国组成的，一国是大不列颠王国，另一个是?|爱尔兰王国
爱尔兰王国的国立教会是?|爱尔兰教会
爱尔兰于何年独立?|1922年
杜林的林荫道是在哪一年设计的?|1808年
经济上在义大利排名第一的城市是?|米兰
著名的古罗马剧场约在哪一个世纪时建造的?|1世纪
杜林包围战属于哪一场战争中的一部分?|西班牙王位继承战争
杜林连接了两个国家，一个是义大利，另一个是?|法国
波河流经杜林的西岸是甚么地貌?|平原
「史达林主义」诞生于何年?|1922年
「托派」指的是谁的追随者?|托洛茨基
羊原产于亚洲还有何处?|欧洲
研究面部识别属于哪一种学科?|行为科学
美国内政部唯一一个纯粹的科学部门是?|美国地质调查局
全世界地震的位置和强度是由哪一个美国的政府机构负责监测?|美国地质调查局
美国国内有几座火山受到美国地质调查局的监测?|169座
1997年的西洋棋世界冠军是谁?|卡斯帕罗夫
王家烈与犹国材之间的大混战打了超过几年?|两年
「伯明罕当代文化研究中心」于何年成立?|1964年
关于球迷影迷这类疯狂爱好者的解放面向通常会出现于哪一个国家的文化研究者之作品中?|美国
「那些控制了生产工具的人，本质上就控制了文化。」这是甚么主义的主张?|马克思主义
利兹大学当时最年轻的教授是谁?|托尔金
托尔金故事中的哥布林的坐骑是?|蝙蝠
有学者认为托尔金描述的「恶」和哪一个宗教有关?|基督教
「维京俱乐部」于何年诞生?|1925年
「精灵拉丁语」的语音是以什么为基础?|拉丁语
托尔金的父亲是从事何职业?|银行经理
罗纳德对于植物的审美兴趣是由何人启发的?|梅布尔·托尔金
英国在哪一年加入了第一次世界大战?|1914年
阿森松岛是隶属于哪一个国家所管辖?|英国
英国电讯公司在哪一年接管了大东电报公司的通讯基站设备?|1966年
阿森松岛岛上的最高海拔是多高?|859米
阿森松岛在哪一年民选举出了自己的第一届议会?|2002年
福克兰群岛隶属于哪一个国家所管辖?|英国
「圣赫伦那」号定期客货船是由哪一个国家所属?|英国
「世界的十字路口」指的是哪一景点?|时代广场
对新闻言论出版是由四个主要部门负责，除了文化、公安、宣传，还有哪一个部门?|教育
没有一部关于政党法律的是哪一个国家?|中华人民共和国
中国国民党在哪一年成立?|2004年
中国大陆的社会团体必须向哪一个单位申请?|民政部
民众在何事件发生时被迫放弃宗教信仰?|文化大革命
目前在中国的体制下，能不能提起公益诉讼?|不能
中华人民共和国的人权状况在1978年之后开始慢慢改善，其原因为何?|改革开放
都市计划拆迁中，拆迁费是由谁决定?|政府
中国重男轻女的情况是来自甚么观念?|社会观念
「免杂费、免书本费、逐步补助寄宿生生活费」的政策在哪一年开始实行?|2007年
张千帆任教于哪一所大学?|北京大学
如果考生要查询考卷必须向哪一个单位申请?|教育局
践踏人权达到登峰造极的程度指的是中国的哪一事件?|文化大革命
农民工的出现和什么制度有关?|中国户籍制度
中国政府于何年公布了禁止酷刑逼供的规定?|2006年
《430太空梭》是哪一种类型的节目?|儿童节目
周星驰在哪一年第一次在剧集中担演第一男主角?|1989年
「周星驰年」指的是哪一年?|1992年
「他最近新推的片子《功夫》，我看过了，非常好，寓意很深刻。捧腹大笑之后，还饶有哲理的余味。」这句话是谁说的?|金庸
「Silly Talk」指的是谁的风格?|周星驰
通古斯大爆炸的地点附近有哪一个湖泊?|贝加尔湖
陨石中常见的金属有两种，一种是铱，另一种是?|镍
耶柔米以两件事闻名，一是注释经文，另一件事是?|研究圣经
耶柔米根据何传统写了许多圣经的注解?|犹太传统
青海省在哪一年成立?|民国十七年
太原新军的起义和哪一场革命有关?|辛亥革命
河东军政府在哪一年成立?|宣统三年
哪一种期货是目前期货市场的主流?|金融期货
人类的出现，往往伴随著甚么的出现?|原始社会
旧石器时代的分工中，男性负责甚么工作?|狩猎
拿破仑三世赞同何主义的理念?|民族主义
罗马共和国是被谁推翻的?|拿破仑
介入拉丁美洲事务属于拿破仑的哪一项计划?|美洲计划
「消灭贫穷」这本书的作者是谁?|拿破仑
波旁王朝在哪一年的时候复辟?|1815年
路易-拿破仑在哪一年试图煽动里尔的驻军?|1840年
路易-拿破仑的父亲于何年过世?|1846年
路易-拿破仑登基的日子刚好是谁登基第48周年的纪念日?|拿破仑一世
以屈原为代表的战国诗人所创作的文体是?|楚辞
「If Day」活动于何年展开?|1942年
曼尼托巴2006年的平均个人收入在各省中排第几名?|第五
第一批欧洲商人在哪一个世纪的时候到达曼尼托巴?|17世纪
曼尼托巴在哪一年获得了完全的自治权和自主权?|1869年
哪一个机构负责管理曼尼托巴的公立学校?|省教育厅
山猫队是哪一所大学的队伍?|布兰登大学
曼尼托巴的主要湖泊有三个，除了温尼伯戈西斯湖、曼尼托巴湖，还有哪一个湖泊?|温尼伯湖
曼尼托巴省境内的最高海拔为多高?|832米
七年战争北美战场又被称为什么战争?|英法北美战争
20世纪的温尼伯人口增长率开始下降的主要原因是?|巴拿马运河的开通
温尼伯大罢工于何年发生?|1919年
乌兹别克斯坦共和国和哈萨克斯坦共和国的交界是哪一个湖?|咸海
田林县是由哪一个国家所管辖?|中国
地球上唯一一块没有常住人口的大陆指的是哪里?|南极洲
汤普森冲锋鎗于何年问世?|1918年
哪一个国家认为冲锋鎗是「土匪兵器」?|英国
联合国教科文组织在哪一年批准终南山成为第五批世界地质公园?|2009年
日本在哪一个世纪之后，开始了六百多年的幕府时代?|12世纪
1401年的时候，当时的中国正值哪一个朝代?|明朝
日本锁国政策实行时，只有两国能和日本交易，一个是中国，另一个是?|荷兰
太平洋战争的转捩点指的是哪一场战役?|中途岛战役
哪一个国家派轰炸机重创了日本的飞机工厂和机场?|美国
战后的第一次总选举，由哪一个党胜出?|自由党
自民党三十八年的执政在哪一年结束?|1993年
自民党在哪一年失去54年来众议院第一大党之地位?|2009年
原有部族内部约在哪一个世纪发生利害矛盾?|5世纪
国家政治在哪一时代，进入了被权门势家支配所分割的时代?|平安时代
道教是发源于哪个时期的方仙道?|春秋战国
跨站式站房指的是哪一种交通工具的一种车站?|铁路
现今欧陆法系的基础是甚么法?|民法
上海市中心区中经济最不发达的行政区指的是哪里?|普陀区
吴淞江以南的区域之道路网在哪一个世纪时逐渐完成?|20世纪
《国际物理化学与化学物理研究》是由两个国家的科学家合办的，一个是荷兰，另一个是?|德国
哪一国生产出第一批成功服役的铁路机车?|英国
为什么燃气机车的运作成本在1970年代之后逐渐提高?|能源危机
当时的沧州是由谁负责镇守?|徐凯
齐眉山之战由哪一方获胜?|中央军
